#,title,author,category,read?,audio?,language,# Pages,Location,Audible,Chicago?,Cincinnati?,Boston?,Date Bought,Date Read,Time on TBR (days),Time on TBR (years)
,Twelfth Night,William Shakespeare,Play,Yes,Yes,English,189,Chicago,Yes,Rec,Yes,Yes,"July 30, 2022","July 30, 2022",0,0
,Othello,William Shakespeare,Play,Yes,Yes,English,265,Chicago,Yes,Rec,Yes,Yes,"July 30, 2022","July 30, 2022",0,0
,Macbeth,William Shakespeare,Play,Yes,Yes,English,191,Chicago,Yes,Rec,Yes,Yes,"July 30, 2022","July 30, 2022",0,0
,Convenience Store Woman,Sayaka Murata,Fiction,Yes,Yes,English,172,Boston,Yes,Rec,Yes,Yes,"August 4, 2022","August 9, 2022",5,0.01369863014
,Arsenic And Adobo,Mia P. Manansala,Fiction,Yes,Yes,English,295,Boston,Yes,Yes,Yes,Yes,"August 20, 2022","August 25, 2022",5,0.01369863014
,"Red, White, & Royal Blue",Casey Mcquiston,Fiction,Yes,Yes,English,418,Boston,Yes,Yes,Yes,Yes,"September 17, 2022","September 17, 2022",0,0
,Where The Past Begins,Amy Tan,China,Yes,Yes,English,357,Chicago,Yes,Rec,Yes,Yes,,"April 18, 2022",44669,122.3808219
,Tender Is The Flesh,Augustina Bazterrica,Fiction,Yes,Yes,English,209,Chicago,Yes,Rec,Yes,Yes,,,0,0
,Reading Lolita in Tehran,Azar Nafisi,Memior,Yes,Yes,English,343,Chicago,Yes,Rec,Yes,Yes,,"July 15, 2022",44757,122.6219178
,Just Mercy,Bryan Stevenson,Race Relations,Yes,Yes,English,336,Chicago,Yes,Yes,Yes,Yes,,,0,0
,Inferno,Catherine Cho,Memior,Yes,Yes,English,242,Chicago,Yes,Rec,Yes,Yes,,,0,0
2,Our Violent Ends,Chloe Gong,Fiction,Yes,Yes,English,496,Chicago,Yes,Yes,Yes,Yes,,"July 31, 2022",44773,122.6657534
1,These Violent Delights,Chloe Gong,Fiction,Yes,Yes,English,439,Chicago,Yes,Yes,Yes,Yes,,"July 5, 2022",44747,122.5945205
1,Eragon,Christopher Paolini,Fiction,Yes,Yes,English,497,Boston,Yes!,Yes,Yes,Yes,,,0,0
,Frankly In Love,David Yoon,Fiction,Yes,Yes,English,406,Chicago,Yes,Yes,Yes,Yes,,,0,0
,The Sixth Extinction,Elizabeth Kolbert,Science,Yes,Yes,English,269,Chicago,Yes,Yes,Yes,Yes,,,0,0
,The Great Gatsby,F. Scott Fitzgerald,Classic,Yes,Yes,English,182,Chicago,Yes,Yes,Yes,Yes,,,0,0
,The Romanov Sisters,Helen Rappaport,History,Yes,Yes,English,381,Chicago,Yes,Yes,Yes,Yes,,"June 20, 2022",44732,122.5534247
,Caste,Isabel Wilkerson,Race Relations,Yes,Yes,English,388,Chicago,Yes,Yes,Yes,Yes,,,0,0
,Persuasion,Jane Austen,Classic,Yes,Yes,English,238,Chicago,Yes!,Rec,Yes,Yes,,,0,0
,Sense And Sensibility,Jane Austen,Classic,Yes,Yes,English,337,Chicago,Yes!,Rec,Yes,Yes,,,0,0
,Stamped,Jason Reynolds & Ibram X. Kendi,Race Relations,Yes,Yes,English,248,Chicago,Yes,Yes,Yes,Yes,,,0,0
,The Anthropocene Reviewed,John Green,Memior,Yes,Yes,English,274,Chicago,Yes,Yes,Yes,Yes,,,0,0
2,The Golem's Eye,Johnathan Stroud,Fiction,Yes,Yes,English,556,Boston,Yes,Yes,Yes,Yes,,,0,0
,War Of The Whales,Joshua Horwitz,Science,Yes,Yes,English,355,Chicago,Yes,Rec,Yes,Yes,,"July 3, 2022",44745,122.5890411
,Cinderella Is Dead,Kalynn Bayron,Fiction,Yes,Yes,English,385,Chicago,Yes,Rec,Yes,Yes,,,0,0
1,The Grace Of Kings,Ken Liu,Fiction,Yes,Yes,English,618,Chicago,Yes,Rec,Yes,Yes,,,0,0
2,The Wall Of Storms,Ken Liu,Fiction,Yes,Yes,English,852,Chicago,Yes,Rec,Yes,Yes,,,0,0
,Kite Runner,Khaled Hosseini,Fiction,Yes,Yes,English,371,Chicago,Yes,Yes,Yes,Yes,,,0,0
,"Gmorning, Gnight",Lin-Manuel Miranda,Poetry,Yes,Yes,English,201,Chicago,Yes,Yes,Yes,Yes,,,0,0
,Hamilton The Revolution,Lin-Manuel Miranda & Jeremy McCarter,Theatre,Yes,Yes,English,285,Chicago,Yes,Yes,Yes,Yes,,,0,0
1,The First Sister,Linden A. Lewis,Fiction,Yes,Yes,English,342,Chicago,Yes!,Rec,Yes,Yes,,,0,0
,The Island Of Sea Women,Lisa See,Fiction,Yes,Yes,English,365,Chicago,Yes,Yes,Yes,Yes,,,0,0
,Little Women,Louisa May Alcott,Classic,Yes,Yes,English,520,Chicago,Yes,Yes,Yes,Yes,,,0,0
,All's Well,Mona Awad,Fiction,Yes,Yes,English,354,Chicago,Yes,Yes,Yes,Yes,,,0,0
1,The Gilded Ones,Namina Forna,Fiction,Yes,Yes,English,415,Chicago,Yes,Rec,Yes,Yes,,"June 30, 2022",44742,122.5808219
,The Sun Is Also A Star,Nicola Yoon,Fiction,Yes,Yes,English,344,Chicago,Yes,Yes,Yes,Yes,,,0,0
,Empire Of Pain,Patrick Radden Keefe,Modern History,Yes,Yes,English,441,Chicago,Yes,Yes,Yes,Yes,,"June 30, 2022",44742,122.5808219
,"Fevers, Feuds, and Diamonds",Paul Farmer,Modern History,Yes,Yes,English,526,Chicago,Yes,Rec,Yes,Yes,,,0,0
,Fathoms,Rebecca Giggs,Science,Yes,Yes,English,283,Chicago,Yes,Rec,Yes,Yes,,,0,0
1,Black Sun,Rebecca Roanhorse,Fiction,Yes,Yes,English,450,Chicago,Yes,Rec,Yes,Yes,,,0,0
,Light From Uncommon Stars,Ryka Aoki,Fiction,Yes,Yes,English,369,Chicago,Yes,Rec,Yes,Yes,,,0,0
,Empire Of The Summer Moon,S.C. Gwynne,Native Americans,Yes,Yes,English,319,Chicago,Yes,Yes,Yes,Yes,,,0,0
,Race The Sands,Sarah Beth Durst,Fiction,Yes,Yes,English,528,Chicago,Yes,Rec,Yes,Yes,,,0,0
1,She Who Became The Sun,Shelley Parker-Chan,Fiction,Yes,Yes,English,411,Chicago,Yes,Yes,Yes,Yes,,,0,0
,Mexican Gothic,Silvia Moreno-Garcia,Fiction,Yes,Yes,English,301,Chicago,Yes,Yes,Yes,Yes,,,0,0
,The Downstairs Girl,Stacey Lee,Fiction,Yes,Yes,English,369,Chicago,Yes,Yes,Yes,Yes,,"January 13, 2022",44574,122.1205479
,The Only Good Indians,Stephen Graham Jones,Fiction,Yes,Yes,English,305,Chicago,Yes,Rec,Yes,Yes,,"November 16, 2021",44516,121.9616438
,Daughter Of The Moon Goddess,Sue Lynn Tan,Fiction,Yes,Yes,English,498,Chicago,Yes,Yes,Yes,Yes,,"February 17, 2022",44609,122.2164384
,The Soul Of An Octopus,Sy Montgomery,Science,Yes,Yes,English,244,Chicago,Yes,Yes,Yes,Yes,,"July 10, 2022",44752,122.6082192
,The Mosquito,Timothy C. Winegard,Science,Yes,Yes,English,442,Chicago,Yes,Yes,Yes,Yes,,"January 11, 2022",44572,122.1150685
1,A Wizard Of Earthsea,Ursula K. Le Guin,Fiction,Yes,Yes,English,257,Boston,Yes,Yes,Yes,Yes,,"August 30, 2022",44803,122.7479452
,The Code Breaker,Walter Isaacson,Science,Yes,Yes,English,481,Boston,Yes,Yes,Yes,Yes,,"September 22, 2022",44826,122.8109589
,Homo Deus,Yuval Noah Harari,Anthropology,Yes,Yes,English,402,Chicago,Yes!,Yes,Yes,Yes,,"February 19, 2022",44611,122.2219178
,Under The Whispering Door,T.J. Klune,Fiction,Yes,Yes,English,373,Boston,Yes,Yes,Yes,Yes,,"October 15, 2022",44849,122.8739726
,A Ladder To The Sky,John Boyne,Fiction,No,Yes,English,362,Boston,Yes,Rec,Yes,Yes,"October 21, 2022",N/A,N/A,N/A
1,The Sunbearer Trials,Aiden Thomas,Fiction,No,Yes,English,401,Boston,Yes,Rec,Yes,Yes,"October 24, 2022",N/A,N/A,N/A
,Mediocre,Ijeoma Oluo,Modern History,No,Yes,English,278,Boston,Yes,Yes,Yes,Yes,"October 24, 2022",N/A,N/A,N/A
,Nightfall,Issac Asimov,Fiction,No,Yes,English,380,Boston,Yes,Rec,Yes,Yes,"October 24, 2022",N/A,N/A,N/A
1,The Bone Shard Daughter,Andrea Stewart,Fiction,No,Yes,English,435,Boston,Yes,Yes,Yes,Yes,"October 24, 2022",N/A,N/A,N/A
,Dark Rise,C.S. Pacat,Fiction,No,Yes,English,451,Boston,Yes,Rec,Yes,Yes,"October 31, 2022",N/A,N/A,N/A
,American Moonshot,Douglas Brinkley,American History,No,Yes,English,460,Chicago,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
4,The Scum Villain's Self-Saving System Vol 4,Mo Xiang Tong Xiu,MXTX,No,No,English,373,Boston,No,No,No,No,"November 2, 2022",N/A,N/A,N/A
1,This Poison Heart,Kalynn Bayron,Fiction,No,Yes,English,370,Boston,Yes,Rec,Yes,Yes,"November 3, 2022",N/A,N/A,N/A
,"Ziggy, Stardust, And Me",James Brandon,Fiction,No,Yes,English,347,Boston,Yes,Rec,Yes,Yes,,,0,0
1,My Heart Is A Chainsaw,Stephen Graham Jones,Fiction,No,Yes,English,398,Boston,Yes,Yes,Yes,Yes,"November 3, 2022",N/A,N/A,N/A
,Elatsoe,Darcie Little Badger,Fiction,Yes,Yes,English,453,Boston,Yes,Yes,Yes,Yes,"November 3, 2022","November 13, 2022",10,0.02739726027
2,The Dragon's Promise,Elizabeth Lim,Fiction,No,Yes,English,482,Boston,Yes,Yes,Yes,Yes,"November 3, 2022",N/A,N/A,N/A
,Pachinko,Min Jin Lee,Fiction,No,Yes,English,479,Boston,Yes,Yes,Yes,Yes,"October 30, 2022",N/A,N/A,N/A
3,Girls Of Fate And Fury,Natasha Ngan,Fiction,No,Yes,English,423,Boston,Yes,Rec,Yes,Yes,"November 1, 2022",N/A,N/A,N/A
,10 Minutes 38 Seconds In This Strange World,Elif Shafak,Fiction,No,Yes,English,306,Boston,Yes,Rec,Rec,!,"October 29, 2022",N/A,N/A,N/A
1,The Priory Of The Orange Tree,Samantha Shannon,Fiction,No,Yes,English,804,Boston,Yes,No,No,No,"October 30, 2022",N/A,N/A,N/A
,The Lost Dreamer,Lizz Huerta,Fiction,No,Yes,English,376,Boston,Yes,Rec,Yes,Yes,"October 30, 2022",N/A,N/A,N/A
,Other Ever Afters,Melsnie Gillman,Fiction,Yes,No,English,230,Boston,No,No,No,No,"November 5, 2022","November 6, 2022",1,0.002739726027
,Hell Followed With Us,Andrew Joseph White,Fiction,No,Yes,English,398,Boston,Yes,Rec,Yes,Yes,"November 5, 2022",N/A,N/A,N/A
,The Order Of The Pure Moon Reflected In Water,Zen Cho,Fiction,No,Yes,English,158,Boston,Yes,Rec,Yes,Yes,"November 13, 2022",N/A,N/A,N/A
,Braiding Sweetgrass,Robin Wall Kimmerer,Science,No,Yes,English,384,Boston,Yes,Yes,Yes,Yes,"November 13, 2022",N/A,N/A,N/A
,The Mathematics Of The Gods And The Algorithms Of Men,Paolo Zellini,Science,No,No,English,200,Boston,No,No,No,No,"November 13, 2022",N/A,N/A,N/A
1,Strike The Zither,Joan He,Fiction,No,Yes,English,337,Boston,Yes,Rec,Rec,!,"November 13, 2022",N/A,N/A,N/A
,,,,,,English,,Boston,,,,,,,0,0
,,,,,,English,,Boston,,,,,,,0,0
,,,,,,English,,Boston,,,,,,,0,0
,,,,,,English,,Boston,,,,,,,0,0
,,,,,,English,,Boston,,,,,,,0,0
,,,,,,English,,Boston,,,,,,,0,0
,,,,,,English,,Boston,,,,,,,0,0
,,,,,,English,,Boston,,,,,,,0,
,,,,,,English,,Boston,,,,,,,0,
,,,,,,English,,Boston,,,,,,,0,
,,,,,,English,,Boston,,,,,,,0,
,,,,,,English,,Boston,,,,,,,0,
,,,,,,English,,Boston,,,,,,,0,
,,,,,,English,,Boston,,,,,,,0,
,,,,,,,,Boston,,,,,,,0,
,,,,,,,,Boston,,,,,,,0,
,,,,,,,,Boston,,,,,,,0,
,,,,,,,,Boston,,,,,,,0,
,,,,,,,,Boston,,,,,,,0,
,,,,,,,,Boston,,,,,,,0,
,,,,,,,,Boston,,,,,,,0,
,,,,,,,,Boston,,,,,,,0,
,,,,,,,,Boston,,,,,,,0,
,,,,,,,,Boston,,,,,,,,
,,,,,,,,Boston,,,,,,,N/A,
,,,,,,,,Boston,,,,,,,N/A,
,,,,,,,,Boston,,,,,,,N/A,
,,,,,,,,Boston,,,,,,,,
,,,,,,,,Boston,,,,,,,,
,,,,,,,,Boston,,,,,,,,
,,,,,,,,Boston,,,,,,,,
,,,,,,English,,Boston,,,,,,,,
,,,,,,,,Boston,,,,,,,,
,,,,,,,,Boston,,,,,,,,
,,,,,,,,Boston,,,,,,,,
,,,,,,,,Boston,,,,,,,,
,,,,,,,,Boston,,,,,,,,
,,,,,,,,Boston,,,,,,N/A,N/A,
